,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Year
,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,
2,3,Martynas Andriuškevičius,"Jan 5, '06, CLE vs. HOU",19,1,6,9,0,1,0,0,0,0,1,4,0,2,0,0,1,0,.000,,,1.5,0.0,0.7,0.0,2006
3,4,Earl Barron,"Nov 2, '05, MIA @ MEM",24,8,140,1985,255,687,3,18,127,181,188,492,63,46,30,107,270,640,.371,.167,.702,14.2,4.6,3.5,0.5,2006
4,5,Eddie Basden,"Nov 7, '05, CHI vs. SAS",22,1,19,141,15,37,1,7,8,10,7,28,8,9,2,9,17,39,.405,.143,.800,7.4,2.1,1.5,0.4,2006
5,6,Brandon Bass,"Nov 1, '05, NOK vs. SAC",20,12,758,16410,2558,5125,12,58,1447,1740,1139,3448,608,295,479,718,1375,6575,.499,.207,.832,21.6,8.7,4.5,0.8,2006
6,7,Esteban Batista,"Nov 2, '05, ATL @ GSW",22,2,70,576,42,96,0,1,37,60,68,174,11,18,11,42,124,121,.438,.000,.617,8.2,1.7,2.5,0.2,2006
7,8,Andray Blatche,"Nov 11, '05, WAS vs. SEA",19,9,564,12462,2327,4981,52,219,1000,1380,1043,3024,798,492,458,914,1382,5706,.467,.237,.725,22.1,10.1,5.4,1.4,2006
8,9,Andrew Bogut,"Nov 1, '05, MIL @ PHI",21,14,706,19862,2986,5585,3,25,833,1495,1754,6112,1546,442,1091,1204,2186,6808,.535,.120,.557,28.1,9.6,8.7,2.2,2006
9,10,Kevin Burleson,"Nov 11, '05, CHA vs. DAL",26,1,39,340,22,88,10,54,16,17,4,26,48,26,2,25,63,70,.250,.185,.941,8.7,1.8,0.7,1.2,2006
10,11,Andrew Bynum,"Nov 2, '05, LAL @ DEN",18,8,418,10690,1917,3446,1,9,987,1431,1007,3221,490,133,657,644,1028,4822,.556,.111,.690,25.6,11.5,7.7,1.2,2006
11,12,Will Bynum,"Mar 19, '06, GSW vs. PHI",23,8,360,6611,1117,2529,84,309,603,755,125,561,1185,256,29,578,670,2921,.442,.272,.799,18.4,8.1,1.6,3.3,2006
12,13,José Calderón,"Nov 2, '05, TOR vs. WAS",24,14,895,23643,3038,6440,920,2260,925,1060,303,2148,5148,716,71,1339,1476,7921,.472,.407,.873,26.4,8.9,2.4,5.8,2006
13,14,Travis Diener,"Dec 2, '05, ORL @ MEM",23,5,179,2660,298,768,164,465,94,111,39,243,432,76,9,99,200,854,.388,.353,.847,14.9,4.8,1.4,2.4,2006
14,15,Ike Diogu,"Nov 23, '05, GSW vs. SAS",22,6,225,2795,488,958,1,2,371,472,275,689,69,36,65,200,425,1348,.509,.500,.786,12.4,6.0,3.1,0.3,2006
15,16,Monta Ellis,"Nov 12, '05, GSW @ PHO",20,12,833,29011,5723,12688,737,2349,2675,3463,520,2874,3856,1409,281,2246,1950,14858,.451,.314,.772,34.8,17.8,3.5,4.6,2006
16,17,Daniel Ewing,"Nov 2, '05, LAC @ SEA",22,2,127,1683,162,416,36,122,71,91,32,158,174,69,10,107,148,431,.389,.295,.780,13.3,3.4,1.2,1.4,2006
17,18,Noel Felix,"Mar 5, '06, SEA vs. UTA",24,1,12,82,6,25,1,3,5,8,3,13,2,2,3,8,13,18,.240,.333,.625,6.8,1.5,1.1,0.2,2006
18,19,Raymond Felton,"Nov 2, '05, CHA @ CHI",21,14,971,28829,4105,9959,925,2813,1718,2175,552,2867,5096,1144,207,2008,1870,10853,.412,.329,.790,29.7,11.2,3.0,5.2,2006
19,20,Gerald Fitch,"Nov 23, '05, MIA vs. POR",23,1,18,239,30,89,7,26,17,23,7,30,33,7,5,15,28,84,.337,.269,.739,13.3,4.7,1.7,1.8,2006
20,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2006
21,21,Sharrod Ford,"Nov 30, '05, PHO vs. IND",24,1,3,13,2,3,0,0,0,0,1,3,0,0,1,2,7,4,.667,,,4.3,1.3,1.0,0.0,2006
22,22,Channing Frye,"Nov 4, '05, NYK vs. WAS",22,13,890,19772,2931,6655,1049,2706,875,1064,767,4002,864,457,540,787,2255,7786,.440,.388,.822,22.2,8.7,4.5,1.0,2006
23,23,Deng Gai,"Nov 2, '05, PHI @ DET",23,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2.5,0.0,0.0,0.0,2006
24,24,Francisco García,"Nov 1, '05, SAC @ NOK",24,10,549,11853,1564,3659,581,1627,614,768,278,1400,747,441,388,545,1229,4323,.427,.357,.799,21.6,7.9,2.6,1.4,2006
25,25,Ryan Gomes,"Nov 2, '05, BOS vs. NYK",23,8,487,13463,1891,4249,334,956,810,1014,617,2239,712,351,78,550,942,4926,.445,.349,.799,27.6,10.1,4.6,1.5,2006
26,26,Joey Graham,"Nov 2, '05, TOR vs. WAS",23,6,377,6117,857,1776,54,180,471,578,272,1058,207,134,43,309,804,2239,.483,.300,.815,16.2,5.9,2.8,0.5,2006
27,27,Stephen Graham,"Dec 11, '05, HOU @ POR",23,6,239,2915,378,848,53,172,157,205,77,424,117,57,19,155,352,966,.446,.308,.766,12.2,4.0,1.8,0.5,2006
28,28,Danny Granger,"Nov 2, '05, IND @ ORL",22,10,586,18487,3332,7672,1006,2644,2185,2577,674,2888,1097,561,481,1098,1628,9855,.434,.380,.848,31.5,16.8,4.9,1.9,2006
29,29,Devin Green,"Nov 3, '05, LAL vs. PHO",23,1,27,135,6,28,0,2,13,21,10,24,7,3,0,5,13,25,.214,.000,.619,5.0,0.9,0.9,0.3,2006
30,30,Gerald Green,"Feb 3, '06, BOS vs. LAC",20,12,658,13026,2312,5546,962,2668,826,1010,318,1639,596,335,199,721,1228,6412,.417,.361,.818,19.8,9.7,2.5,0.9,2006
31,31,Orien Greene,"Nov 2, '05, BOS vs. NYK",23,4,131,1555,127,328,11,52,61,95,49,195,155,98,15,144,228,326,.387,.212,.642,11.9,2.5,1.5,1.2,2006
32,32,Anthony Grundy,"Mar 29, '06, ATL vs. IND",26,1,12,108,19,38,5,15,9,14,1,17,9,7,0,9,14,52,.500,.333,.643,9.0,4.3,1.4,0.8,2006
33,33,Chuck Hayes,"Jan 18, '06, HOU vs. DAL",22,11,644,11815,1047,2104,0,14,316,510,1119,3243,781,478,237,461,1485,2410,.498,.000,.620,18.3,3.7,5.0,1.2,2006
34,34,Luther Head,"Nov 5, '05, HOU vs. NOK",23,6,348,7797,1025,2426,451,1162,341,441,110,845,747,254,43,437,510,2842,.423,.388,.773,22.4,8.2,2.4,2.1,2006
35,35,Julius Hodge,"Nov 13, '05, DEN vs. MIN",22,2,23,98,11,25,0,0,6,12,7,15,18,6,0,11,13,28,.440,,.500,4.3,1.2,0.7,0.8,2006
36,36,Randy Holcomb,"Jan 6, '06, CHI @ MIL",26,1,4,11,1,1,0,0,0,0,1,1,0,0,0,0,2,2,1.000,,,2.8,0.5,0.3,0.0,2006
37,37,Jarrett Jack,"Nov 2, '05, POR @ MIN",22,13,867,24140,3374,7673,620,1809,1981,2316,277,2487,3952,683,107,1723,1583,9349,.440,.343,.855,27.8,10.8,2.9,4.6,2006
38,38,Šarūnas Jasikevičius,"Nov 2, '05, IND @ ORL",29,2,138,2530,298,751,130,366,207,228,34,222,399,66,5,206,183,933,.397,.355,.908,18.3,6.8,1.6,2.9,2006
39,39,Amir Johnson,"Jan 24, '06, DET @ MIN",18,14,870,18323,2558,4490,107,322,879,1307,1723,4692,1073,524,839,932,2578,6102,.570,.332,.673,21.1,7.0,5.4,1.2,2006
40,40,Dwayne Jones,"Feb 10, '06, BOS vs. POR",22,5,82,636,33,65,0,1,41,83,86,191,12,11,29,26,112,107,.508,.000,.494,7.8,1.3,2.3,0.1,2006
41,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2006
42,41,Linas Kleiza,"Nov 4, '05, DEN vs. POR",21,7,409,8185,1268,2912,387,1154,638,836,388,1470,321,159,73,409,886,3561,.435,.335,.763,20.0,8.7,3.6,0.8,2006
43,42,Yaroslav Korolev,"Nov 4, '05, LAC vs. ATL",18,2,34,168,13,46,3,12,10,16,6,16,13,6,0,7,11,39,.283,.250,.625,4.9,1.1,0.5,0.4,2006
44,43,David Lee,"Nov 6, '05, NYK vs. GSW",22,12,829,24293,4587,8566,1,29,2057,2666,2150,7320,1825,625,329,1454,2170,11232,.535,.034,.772,29.3,13.5,8.8,2.2,2006
45,44,John Lucas III,"Dec 31, '05, HOU vs. GSW",23,8,242,2927,454,1185,163,474,76,99,57,237,362,88,2,128,195,1147,.383,.344,.768,12.1,4.7,1.0,1.5,2006
46,45,Arvydas Macijauskas,"Nov 1, '05, NOK vs. SAC",26,1,19,135,14,41,3,12,13,15,3,10,5,7,0,8,10,44,.341,.250,.867,7.1,2.3,0.5,0.3,2006
47,46,Rawle Marshall,"Nov 19, '05, DAL vs. DET",23,2,63,602,56,149,5,21,53,74,16,60,23,20,12,34,39,170,.376,.238,.716,9.6,2.7,1.0,0.4,2006
48,47,Jason Maxiell,"Nov 2, '05, DET vs. PHI",22,10,618,11379,1398,2823,0,5,685,1214,1048,2576,266,230,490,487,1197,3481,.495,.000,.564,18.4,5.6,4.2,0.4,2006
49,48,Sean May,"Nov 2, '05, CHA @ CHI",21,4,119,1868,324,708,3,13,170,228,155,481,115,53,47,134,236,821,.458,.231,.746,15.7,6.9,4.0,1.0,2006
50,49,Rashad McCants,"Nov 2, '05, MIN vs. POR",21,4,249,5037,923,2144,292,793,341,460,114,506,331,183,61,362,584,2479,.431,.368,.741,20.2,10.0,2.0,1.3,2006
51,50,Aaron Miles,"Nov 2, '05, GSW vs. ATL",22,1,19,118,6,18,0,0,4,4,0,14,24,4,1,11,13,16,.333,,1.000,6.2,0.8,0.7,1.3,2006
52,51,C.J. Miles,"Nov 14, '05, UTA vs. NYK",18,16,849,17284,2883,7016,1250,3487,1092,1350,363,2011,914,601,254,724,1792,8108,.411,.358,.809,20.4,9.6,2.4,1.1,2006
53,52,Sergei Monia,"Nov 5, '05, POR vs. ATL",22,1,26,343,29,87,9,34,10,14,11,52,19,7,5,12,41,77,.333,.265,.714,13.2,3.0,2.0,0.7,2006
54,53,Boniface N'Dong,"Nov 4, '05, LAC vs. ATL",28,1,23,152,22,53,0,1,6,9,15,37,7,2,5,6,23,50,.415,.000,.667,6.6,2.2,1.6,0.3,2006
55,54,Fabricio Oberto,"Nov 1, '05, SAS vs. DEN",30,6,336,4871,481,835,0,4,119,193,443,1175,300,89,75,225,733,1081,.576,.000,.617,14.5,3.2,3.5,0.9,2006
56,55,Andre Owens,"Nov 7, '05, UTA @ CHA",25,2,54,602,67,181,21,56,37,52,24,68,55,18,3,37,62,192,.370,.375,.712,11.1,3.6,1.3,1.0,2006
57,56,Chris Paul,"Nov 1, '05, NOK vs. SAC",20,17,1155,39896,7398,15634,1544,4187,4596,5275,714,5206,10977,2453,172,2774,2800,20936,.473,.369,.871,34.5,18.1,4.5,9.5,2006
58,57,Johan Petro,"Nov 2, '05, SEA vs. LAC",20,8,473,7262,976,2114,2,13,248,366,536,1836,227,193,234,374,1158,2202,.462,.154,.678,15.4,4.7,3.9,0.5,2006
59,58,Josh Powell,"Nov 15, '05, DAL vs. DEN",23,7,316,3966,498,1136,7,20,223,300,331,932,161,49,68,254,491,1226,.438,.350,.743,12.6,3.9,2.9,0.5,2006
60,59,Ronnie Price,"Nov 1, '05, SAC @ NOK",22,12,544,7293,738,1980,244,808,295,400,176,658,960,424,56,476,922,2015,.373,.302,.738,13.4,3.7,1.2,1.8,2006
61,60,Shavlik Randolph,"Nov 15, '05, PHI vs. TOR",22,8,146,1202,129,287,1,6,81,149,151,363,36,44,38,59,193,340,.449,.167,.544,8.2,2.3,2.5,0.2,2006
62,,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,2006
63,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2006
64,61,Anthony Roberson,"Nov 26, '05, MEM @ DAL",22,3,65,591,102,255,52,146,9,10,8,49,35,23,1,24,51,265,.400,.356,.900,9.1,4.1,0.8,0.5,2006
65,62,Lawrence Roberts,"Nov 2, '05, MEM vs. MIA",23,2,87,1150,114,252,0,4,106,154,127,310,35,44,15,41,163,334,.452,.000,.688,13.2,3.8,3.6,0.4,2006
66,63,Nate Robinson,"Nov 2, '05, NYK @ BOS",21,11,618,13878,2458,5811,811,2255,1080,1357,385,1446,1826,543,42,876,1482,6807,.423,.360,.796,22.5,11.0,2.3,3.0,2006
67,64,Melvin Sanders,"Nov 9, '05, SAS @ CHA",25,1,16,113,16,33,2,3,7,10,4,23,3,5,0,8,20,41,.485,.667,.700,7.1,2.6,1.4,0.2,2006
68,65,Alex Scales,"Nov 19, '05, SAS vs. PHO",27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,2006
69,66,Luke Schenscher,"Mar 5, '06, CHI @ CLE",23,2,31,267,23,49,0,0,9,20,18,54,8,3,7,9,46,55,.469,,.450,8.6,1.8,1.7,0.3,2006
70,67,Wayne Simien,"Nov 2, '05, MIA @ MEM",22,2,51,507,67,143,0,0,35,41,43,99,11,15,1,27,83,169,.469,,.854,9.9,3.3,1.9,0.2,2006
71,68,James Singleton,"Nov 2, '05, LAC @ SEA",24,5,243,3252,362,783,35,120,195,234,321,910,109,97,117,140,390,954,.462,.292,.833,13.4,3.9,3.7,0.4,2006
72,69,Salim Stoudamire,"Nov 2, '05, ATL @ GSW",23,3,157,2672,446,1097,167,456,201,228,22,214,164,55,10,158,240,1260,.407,.366,.882,17.0,8.0,1.4,1.0,2006
73,70,Chris Taft,"Nov 2, '05, GSW vs. ATL",20,1,17,144,23,38,0,0,1,6,19,36,2,2,7,2,25,47,.605,,.167,8.5,2.8,2.1,0.1,2006
74,71,Donell Taylor,"Nov 9, '05, WAS vs. LAC",23,2,98,834,109,276,7,34,41,64,30,106,90,47,7,59,81,266,.395,.206,.641,8.5,2.7,1.1,0.9,2006
75,72,Dijon Thompson,"Nov 30, '05, PHO vs. IND",22,2,16,93,17,40,4,13,7,8,7,19,3,3,1,3,8,45,.425,.308,.875,5.8,2.8,1.2,0.2,2006
76,73,Ronny Turiaf,"Feb 8, '06, LAL @ HOU",23,10,473,8020,856,1607,0,7,497,782,520,1757,618,181,593,358,1116,2209,.533,.000,.636,17.0,4.7,3.7,1.3,2006
77,74,Charlie Villanueva,"Nov 2, '05, TOR vs. WAS",21,11,656,13578,2652,6097,716,2101,788,1021,795,3019,549,329,349,650,1453,6808,.435,.341,.772,20.7,10.4,4.6,0.8,2006
78,75,Von Wafer,"Nov 24, '05, LAL vs. SEA",20,6,200,2475,390,928,102,314,172,229,38,234,146,73,19,128,155,1054,.420,.325,.751,12.4,5.3,1.2,0.7,2006
79,76,Matt Walsh,"Nov 2, '05, MIA @ MEM",23,1,2,3,1,1,0,0,0,2,0,0,0,0,0,1,0,2,1.000,,.000,1.5,1.0,0.0,0.0,2006
80,77,Hakim Warrick,"Nov 2, '05, MEM vs. MIA",23,8,526,10624,1776,3627,21,110,1374,1892,692,2117,400,218,154,624,969,4947,.490,.191,.726,20.2,9.4,4.0,0.8,2006
81,78,Martell Webster,"Nov 4, '05, POR @ DEN",19,10,580,13914,1696,4062,790,2067,874,1105,352,1811,588,299,160,536,1055,5056,.418,.382,.791,24.0,8.7,3.1,1.0,2006
82,79,Robert Whaley,"Nov 14, '05, UTA vs. NYK",23,1,23,212,23,57,0,0,3,6,16,43,17,7,8,14,41,49,.404,,.500,9.2,2.1,1.9,0.7,2006
83,80,Deron Williams,"Nov 2, '05, UTA vs. DAL",21,12,845,28865,4874,10964,1178,3296,2878,3502,353,2619,6819,867,206,2402,2132,13804,.445,.357,.822,34.2,16.3,3.1,8.1,2006
84,,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,2006
85,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2006
86,81,Lou Williams,"Nov 2, '05, PHI @ DET",19,17,1123,27104,5047,12045,1457,4146,4042,4803,431,2484,3789,952,192,1896,1439,15593,.419,.351,.842,24.1,13.9,2.2,3.4,2006
87,82,Marvin Williams,"Nov 2, '05, ATL @ GSW",19,15,1072,30159,3928,8872,1046,2894,2063,2554,1276,5546,1373,824,577,1021,2155,10965,.443,.361,.808,28.1,10.2,5.2,1.3,2006
88,83,Antoine Wright,"Nov 23, '05, NJN @ SAC",21,6,297,5714,617,1499,155,510,225,334,157,681,295,139,72,227,598,1614,.412,.304,.674,19.2,5.4,2.3,1.0,2006
89,84,Bracey Wright,"Jan 24, '06, MIN vs. DET",21,2,26,325,45,111,12,37,27,34,10,39,20,10,1,14,14,129,.405,.324,.794,12.5,5.0,1.5,0.8,2006
90,85,Derrick Zimmerman,"Apr 18, '06, NJN @ PHI",24,1,2,32,2,3,0,0,0,0,1,4,7,0,0,4,4,4,.667,,,16.0,2.0,2.0,3.5,2006
0,1,Hassan Adams,"Nov 1, '06, NJN vs. TOR",22,2,73,547,79,148,0,1,27,42,36,84,14,18,5,26,51,185,.534,.000,.643,7.5,2.5,1.2,0.2,2007
1,2,Maurice Ager,"Nov 4, '06, DAL @ HOU",22,4,82,505,64,189,11,44,30,53,8,46,19,6,6,29,65,169,.339,.250,.566,6.2,2.1,0.6,0.2,2007
2,3,LaMarcus Aldridge,"Nov 12, '06, POR vs. DAL",21,16,1076,36242,8311,16872,227,710,3709,4563,2776,8736,2076,758,1187,1643,2598,20558,.493,.320,.813,33.7,19.1,8.1,1.9,2007
3,4,Lou Amundson,"Feb 24, '07, UTA vs. BOS",24,10,428,5507,648,1368,0,3,268,603,644,1541,190,152,306,299,835,1564,.474,.000,.444,12.9,3.7,3.6,0.4,2007
4,5,Hilton Armstrong,"Nov 1, '06, NOK @ BOS",22,6,292,3378,347,693,2,7,184,316,292,766,102,90,142,230,544,880,.501,.286,.582,11.6,3.0,2.6,0.3,2007
5,6,James Augustine,"Feb 2, '07, ORL vs. NJN",22,2,27,156,19,37,0,0,4,8,17,33,4,5,2,6,20,42,.514,,.500,5.8,1.6,1.2,0.1,2007
6,7,Kelenna Azubuike,"Jan 2, '07, GSW @ NOK",23,5,208,5025,802,1748,210,514,364,473,257,829,230,130,103,203,408,2178,.459,.409,.770,24.2,10.5,4.0,1.1,2007
7,8,Renaldo Balkman,"Nov 1, '06, NYK @ MEM",22,6,221,3064,368,721,11,64,147,271,278,769,132,164,104,134,421,894,.510,.172,.542,13.9,4.0,3.5,0.6,2007
8,9,J.J. Barea,"Nov 4, '06, DAL @ HOU",22,14,831,16287,2832,6685,819,2330,932,1174,253,1748,3270,331,24,1264,1168,7415,.424,.352,.794,19.6,8.9,2.1,3.9,2007
9,10,Andrea Bargnani,"Nov 1, '06, TOR @ NJN",21,10,550,15806,2932,6676,627,1771,1382,1677,530,2541,653,207,470,851,1338,7873,.439,.354,.824,28.7,14.3,4.6,1.2,2007
10,11,Will Blalock,"Dec 16, '06, DET @ NJN",23,1,14,166,9,30,1,5,6,6,6,15,17,5,0,12,9,25,.300,.200,1.000,11.9,1.8,1.1,1.2,2007
11,12,Josh Boone,"Dec 2, '06, NJN vs. PHI",22,4,256,4482,567,1042,0,0,206,463,484,1258,125,99,178,169,466,1340,.544,,.445,17.5,5.2,4.9,0.5,2007
12,13,Cedric Bozeman,"Nov 1, '06, ATL @ PHI",23,1,23,199,11,39,2,13,2,6,3,23,9,5,2,9,32,26,.282,.154,.333,8.7,1.1,1.0,0.4,2007
13,14,Ronnie Brewer,"Nov 1, '06, UTA vs. HOU",21,8,502,11539,1554,3169,90,355,742,1099,451,1427,828,622,120,390,545,3940,.490,.254,.675,23.0,7.8,2.8,1.6,2007
14,15,Andre Brown,"Jan 5, '07, SEA vs. NYK",25,3,75,598,82,159,0,1,33,66,70,178,11,14,8,48,73,197,.516,.000,.500,8.0,2.6,2.4,0.1,2007
15,16,Dee Brown,"Nov 4, '06, UTA vs. GSW",22,2,68,711,50,147,13,52,27,42,15,69,119,32,7,48,79,140,.340,.250,.643,10.5,2.1,1.0,1.8,2007
16,17,Shannon Brown,"Nov 7, '06, CLE vs. ATL",21,9,408,7329,1198,2854,276,831,446,553,177,760,458,284,90,378,538,3118,.420,.332,.807,18.0,7.6,1.9,1.1,2007
17,18,Rodney Carney,"Nov 1, '06, PHI vs. ATL",22,5,299,4600,675,1599,200,591,228,324,164,588,132,159,100,157,420,1778,.422,.338,.704,15.4,5.9,2.0,0.4,2007
18,19,Mardy Collins,"Nov 1, '06, NYK @ MEM",22,4,189,2771,296,778,38,127,112,187,91,336,327,110,22,203,256,742,.380,.299,.599,14.7,3.9,1.8,1.7,2007
19,20,Will Conroy,"Jan 31, '07, MEM vs. DAL",24,3,16,108,3,22,0,6,1,8,4,11,16,0,0,6,13,7,.136,.000,.125,6.8,0.4,0.7,1.0,2007
20,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2007
21,21,Paul Davis,"Nov 2, '06, LAC vs. DEN",22,4,82,702,88,219,0,1,41,56,74,158,32,22,15,30,105,217,.402,.000,.732,8.6,2.6,1.9,0.4,2007
22,22,Yakhouba Diawara,"Nov 2, '06, DEN @ LAC",24,4,187,2614,233,653,122,405,67,103,77,258,122,52,16,72,276,655,.357,.301,.650,14.0,3.5,1.4,0.7,2007
23,23,Quincy Douby,"Nov 12, '06, SAC vs. TOR",22,3,143,1535,222,571,68,218,76,86,34,152,93,50,21,87,128,588,.389,.312,.884,10.7,4.1,1.1,0.7,2007
24,24,Jordan Farmar,"Oct 31, '06, LAL vs. PHO",20,10,504,9840,1460,3452,583,1559,385,521,161,958,1453,391,56,695,713,3888,.423,.374,.739,19.5,7.7,1.9,2.9,2007
25,25,Desmon Farmer,"Nov 18, '06, SEA @ GSW",25,2,11,86,9,29,5,20,3,3,0,7,11,1,0,5,8,26,.310,.250,1.000,7.8,2.4,0.6,1.0,2007
26,26,Randy Foye,"Nov 1, '06, MIN vs. SAC",23,11,752,19279,2704,6750,1104,3017,1217,1429,245,1686,2112,528,220,1106,1584,7729,.401,.366,.852,25.6,10.3,2.2,2.8,2007
27,27,Jorge Garbajosa,"Nov 1, '06, TOR @ NJN",29,2,74,1983,230,554,72,209,57,78,50,345,128,81,15,65,92,589,.415,.344,.731,26.8,8.0,4.7,1.7,2007
28,28,Rudy Gay,"Nov 1, '06, MEM vs. NYK",20,16,1064,33745,6561,14484,1153,3299,3074,3849,1414,6120,2223,1212,780,2208,2456,17349,.453,.349,.799,31.7,16.3,5.8,2.1,2007
29,29,Mickaël Gelabale,"Nov 1, '06, SEA vs. POR",23,3,145,2348,263,560,43,136,101,124,107,330,115,50,35,92,186,670,.470,.316,.815,16.2,4.6,2.3,0.8,2007
30,30,Daniel Gibson,"Nov 15, '06, CLE vs. POR",20,7,397,9316,1065,2646,578,1419,407,522,142,792,775,243,86,373,811,3115,.402,.407,.780,23.5,7.8,2.0,2.0,2007
31,31,Andreas Glyniadakis,"Nov 10, '06, SEA @ CHA",25,1,13,81,8,17,0,0,1,2,2,8,1,0,0,9,19,17,.471,,.500,6.2,1.3,0.6,0.1,2007
32,32,Lynn Greer,"Jan 8, '07, MIL @ DEN",27,1,41,432,61,141,18,52,27,32,2,27,53,17,1,18,32,167,.433,.346,.844,10.5,4.1,0.7,1.3,2007
33,33,Mike Hall,"Apr 3, '07, WAS @ CHA",22,1,2,13,1,4,0,0,0,0,1,2,1,0,0,0,1,2,.250,,,6.5,1.0,1.0,0.5,2007
34,34,Walter Herrmann,"Nov 10, '06, CHA vs. SEA",27,3,152,1939,312,681,114,299,81,103,78,319,66,31,12,61,143,819,.458,.381,.786,12.8,5.4,2.1,0.4,2007
35,35,Robert Hite,"Oct 31, '06, MIA vs. CHI",23,1,12,136,19,60,5,23,8,12,4,16,8,3,2,6,8,51,.317,.217,.667,11.3,4.3,1.3,0.7,2007
36,36,Ryan Hollins,"Jan 17, '07, CHA vs. NJN",22,10,518,6134,687,1177,0,1,539,830,457,1140,151,94,271,384,1037,1913,.584,.000,.649,11.8,3.7,2.2,0.3,2007
37,37,Mile Ilić,"Nov 1, '06, NJN vs. TOR",22,1,5,6,0,3,0,0,0,0,0,1,0,0,0,3,1,0,.000,,,1.2,0.0,0.2,0.0,2007
38,38,Ersan İlyasova,"Nov 1, '06, MIL @ DET",19,13,825,18957,3123,7047,883,2409,1235,1590,1397,4661,908,560,293,791,1994,8364,.443,.367,.777,23.0,10.1,5.6,1.1,2007
39,39,Alexander Johnson,"Nov 1, '06, MEM vs. NYK",23,2,102,1302,152,294,0,0,135,201,82,275,30,38,45,89,217,439,.517,,.672,12.8,4.3,2.7,0.3,2007
40,40,Bobby Jones,"Nov 15, '06, PHI @ SEA",23,2,91,867,103,233,19,62,63,92,51,149,44,26,4,46,144,288,.442,.306,.685,9.5,3.2,1.6,0.5,2007
41,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2007
42,41,Solomon Jones,"Nov 1, '06, ATL @ PHI",22,8,281,3092,301,645,1,9,236,329,257,654,99,58,154,161,554,839,.467,.111,.717,11.0,3.0,2.3,0.4,2007
43,42,Tarence Kinsey,"Dec 8, '06, MEM @ MIL",22,3,109,1340,186,411,23,71,116,142,42,147,53,68,1,71,102,511,.453,.324,.817,12.3,4.7,1.3,0.5,2007
44,43,James Lang,"Nov 28, '06, WAS vs. ATL",23,1,11,55,4,9,0,0,3,5,5,11,2,0,3,2,14,11,.444,,.600,5.0,1.0,1.0,0.2,2007
45,44,Kyle Lowry,"Nov 1, '06, MEM vs. NYK",20,16,1023,32613,4850,11421,1971,5349,3445,4235,804,4475,6469,1350,298,2419,2810,15116,.425,.368,.813,31.9,14.8,4.4,6.3,2007
46,45,Renaldo Major,"Jan 17, '07, GSW @ LAC",24,1,1,27,2,10,0,0,1,2,0,2,0,2,0,1,4,5,.200,,.500,27.0,5.0,2.0,0.0,2007
47,46,Damir Markota,"Nov 3, '06, MIL @ TOR",21,1,30,170,19,52,6,16,7,11,11,31,6,3,1,15,22,51,.365,.375,.636,5.7,1.7,1.0,0.2,2007
48,47,Chris McCray,"Nov 15, '06, MIL @ NJN",22,1,5,12,0,3,0,0,0,0,0,0,0,0,0,2,1,0,.000,,,2.4,0.0,0.0,0.0,2007
