,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Year
,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,
57,56,Jaren Jackson Jr.,"Oct 17, '18, MEM @ IND",19,4,204,5521,1134,2503,341,971,609,770,264,1050,240,177,369,342,766,3218,.453,.351,.791,27.1,15.8,5.1,1.2,2019
58,57,Amile Jefferson,"Dec 31, '18, ORL @ CHO",25,2,30,142,15,30,0,0,12,22,16,44,7,4,6,4,15,42,.500,,.545,4.7,1.4,1.5,0.2,2019
59,58,Alize Johnson,"Oct 19, '18, IND @ MIL",22,4,72,538,73,152,5,20,31,43,75,218,31,14,10,28,53,182,.480,.250,.721,7.5,2.5,3.0,0.4,2019
60,59,B.J. Johnson,"Mar 3, '19, ATL @ CHI",23,3,21,197,29,75,10,26,11,12,11,38,3,5,1,8,11,79,.387,.385,.917,9.4,3.8,1.8,0.1,2019
61,60,Jemerrio Jones,"Mar 31, '19, LAL @ NOP",23,2,8,158,14,36,2,10,1,2,18,52,13,8,5,5,12,31,.389,.200,.500,19.8,3.9,6.5,1.6,2019
62,,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,2019
63,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2019
64,61,George King,"Dec 11, '18, PHO @ SAS",25,2,5,25,0,5,0,4,1,2,0,6,0,0,0,1,4,1,.000,.000,.500,5.0,0.2,1.2,0.0,2019
65,62,Kevin Knox,"Oct 17, '18, NYK vs. ATL",19,4,212,4010,569,1543,240,706,260,369,113,624,172,82,60,183,337,1638,.369,.340,.705,18.9,7.7,2.9,0.8,2019
66,63,Rodions Kurucs,"Oct 17, '18, BRK @ DET",20,3,131,2103,292,658,97,295,99,134,86,406,113,75,34,136,252,780,.444,.329,.739,16.1,6.0,3.1,0.9,2019
67,64,Zach Lofton,"Oct 17, '18, DET vs. BRK",26,1,1,4,0,1,0,1,0,0,0,0,0,1,0,1,0,0,.000,.000,,4.0,0.0,0.0,0.0,2019
68,65,Jordan Loyd,"Oct 29, '18, TOR @ MIL",25,1,12,55,8,18,4,8,9,11,1,9,6,0,0,2,5,29,.444,.500,.818,4.6,2.4,0.8,0.5,2019
69,66,Daryl Macon,"Oct 26, '18, DAL @ TOR",23,2,12,104,11,30,6,13,4,7,2,12,8,1,0,8,9,32,.367,.462,.571,8.7,2.7,1.0,0.7,2019
70,67,J.P. Macura,"Jan 2, '19, CHO vs. DAL",23,2,3,18,3,9,0,4,0,0,0,3,2,0,0,0,0,6,.333,.000,,6.0,2.0,1.0,0.7,2019
71,68,Yante Maten,"Apr 9, '19, MIA vs. PHI",22,1,2,13,1,4,0,1,0,0,1,3,0,1,0,0,0,2,.250,.000,,6.5,1.0,1.5,0.0,2019
72,69,Tahjere McCall,"Feb 27, '19, BRK vs. WAS",24,1,1,8,2,3,0,1,0,1,0,1,0,0,0,0,2,4,.667,.000,.000,8.0,4.0,1.0,0.0,2019
73,70,De'Anthony Melton,"Oct 22, '18, PHO @ GSW",20,4,235,4853,714,1745,295,818,245,320,162,843,660,309,113,337,435,1968,.409,.361,.766,20.7,8.4,3.6,2.8,2019
74,71,Chimezie Metu,"Oct 20, '18, SAS @ POR",21,4,143,2017,337,728,70,227,125,164,86,516,111,74,58,115,173,869,.463,.308,.762,14.1,6.1,3.6,0.8,2019
75,72,Shake Milton,"Nov 30, '18, PHI vs. WAS",22,4,178,3713,641,1434,186,515,263,321,87,413,454,95,50,200,350,1731,.447,.361,.819,20.9,9.7,2.3,2.6,2019
76,73,Džanan Musa,"Oct 20, '18, BRK @ IND",19,2,49,526,73,194,20,88,45,62,22,91,45,17,1,40,31,211,.376,.227,.726,10.7,4.3,1.9,0.9,2019
77,74,Svi Mykhailiuk,"Oct 22, '18, LAL vs. SAS",21,4,220,3745,511,1285,290,822,139,177,70,395,298,132,21,202,229,1451,.398,.353,.785,17.0,6.6,1.8,1.4,2019
78,75,Elie Okobo,"Oct 17, '18, PHO vs. DAL",21,2,108,1677,186,471,64,203,87,118,28,188,242,56,11,107,163,523,.395,.315,.737,15.5,4.8,1.7,2.2,2019
79,76,Josh Okogie,"Oct 20, '18, MIN @ DAL",20,4,244,5017,510,1264,144,524,388,512,220,712,278,236,99,216,481,1552,.403,.275,.758,20.6,6.4,2.9,1.1,2019
80,77,Theo Pinson,"Oct 20, '18, BRK @ IND",23,4,87,758,85,276,37,164,44,48,16,116,95,28,6,57,66,251,.308,.226,.917,8.7,2.9,1.3,1.1,2019
81,78,Cameron Reynolds,"Mar 3, '19, MIN @ WAS",23,2,24,299,39,96,24,63,8,9,6,36,15,6,2,5,28,110,.406,.381,.889,12.5,4.6,1.5,0.6,2019
82,79,Duncan Robinson,"Oct 24, '18, MIA vs. NYK",24,4,239,6632,946,2176,762,1878,184,214,43,704,363,125,53,215,586,2838,.435,.406,.860,27.7,11.9,2.9,1.5,2019
83,80,Jerome Robinson,"Oct 26, '18, LAC @ HOU",21,3,113,1604,187,515,78,252,62,86,20,208,131,51,26,81,189,514,.363,.310,.721,14.2,4.5,1.8,1.2,2019
84,,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,2019
85,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2019
86,81,Mitchell Robinson,"Oct 17, '18, NYK vs. ATL",20,4,230,5473,831,1151,0,0,279,517,771,1720,128,197,458,158,692,1941,.722,,.540,23.8,8.4,7.5,0.6,2019
87,82,Brandon Sampson,"Jan 30, '19, CHI @ MIA",21,1,14,214,28,60,11,29,4,6,3,16,10,8,3,12,19,71,.467,.379,.667,15.3,5.1,1.1,0.7,2019
88,83,Collin Sexton,"Oct 17, '18, CLE @ TOR",20,4,218,7179,1625,3548,325,860,781,944,189,663,720,181,23,541,510,4356,.458,.378,.827,32.9,20.0,3.0,3.3,2019
89,84,Landry Shamet,"Oct 16, '18, PHI @ BOS",21,4,262,6094,775,1889,530,1359,274,328,54,472,423,116,39,176,482,2354,.410,.390,.835,23.3,9.0,1.8,1.6,2019
90,85,Jordan Sibert,"Feb 27, '19, ATL vs. MIN",26,1,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,3,1.000,1.000,,4.0,3.0,0.0,0.0,2019
91,86,Anfernee Simons,"Oct 30, '18, POR @ HOU",19,4,211,4375,763,1797,384,979,234,281,68,456,420,75,24,230,350,2144,.425,.392,.833,20.7,10.2,2.2,2.0,2019
92,87,Zhaire Smith,"Mar 25, '19, PHI @ ORL",19,2,13,143,17,45,6,19,8,12,3,15,12,5,2,8,12,48,.378,.316,.667,11.0,3.7,1.2,0.9,2019
93,88,Ray Spalding,"Oct 17, '18, DAL @ PHO",21,2,16,167,27,51,0,4,4,14,17,52,5,9,10,12,26,58,.529,.000,.286,10.4,3.6,3.3,0.3,2019
94,89,Omari Spellman,"Oct 17, '18, ATL @ NYK",21,2,95,1691,225,539,87,238,105,137,149,413,94,59,49,85,130,642,.417,.366,.766,17.8,6.8,4.3,1.0,2019
95,90,Jared Terrell,"Nov 4, '18, MIN @ POR",23,1,14,111,12,39,4,17,3,6,1,6,12,3,2,10,16,31,.308,.235,.500,7.9,2.2,0.4,0.9,2019
96,91,Emanuel Terry,"Jan 27, '19, PHO @ LAL",22,2,6,41,4,12,0,0,2,4,11,22,4,4,0,7,8,10,.333,,.500,6.8,1.7,3.7,0.7,2019
97,92,Khyri Thomas,"Nov 9, '18, DET @ ATL",22,3,39,409,59,152,24,76,18,24,12,39,36,19,11,13,39,160,.388,.316,.750,10.5,4.1,1.0,0.9,2019
98,93,Gary Trent Jr.,"Nov 4, '18, POR vs. MIN",20,4,204,5693,982,2362,491,1263,297,362,79,454,287,227,47,141,330,2752,.416,.389,.820,27.9,13.5,2.2,1.4,2019
99,94,Allonzo Trier,"Oct 17, '18, NYK vs. ATL",23,2,88,1750,283,624,71,185,213,266,37,226,147,31,18,138,146,850,.454,.384,.801,19.9,9.7,2.6,1.7,2019
100,95,Jarred Vanderbilt,"Jan 25, '19, DEN vs. PHO",19,4,166,3134,369,624,3,21,151,245,343,1024,175,172,94,141,318,892,.591,.143,.616,18.9,5.4,6.2,1.1,2019
101,96,Moritz Wagner,"Nov 17, '18, LAL @ ORL",21,4,196,2963,517,1062,144,449,296,364,142,682,217,85,63,204,440,1474,.487,.321,.813,15.1,7.5,3.5,1.1,2019
102,97,Lonnie Walker IV,"Jan 3, '19, SAS vs. TOR",20,4,208,4240,735,1776,257,749,225,289,55,492,330,112,51,184,284,1952,.414,.343,.779,20.4,9.4,2.4,1.6,2019
103,98,Brad Wanamaker,"Oct 16, '18, BOS vs. PHI",29,4,191,3085,355,843,73,243,263,290,49,329,464,123,33,189,306,1046,.421,.300,.907,16.2,5.5,1.7,2.4,2019
104,99,Julian Washburn,"Jan 21, '19, MEM vs. NOP",27,1,18,254,16,48,5,24,3,4,8,41,14,13,2,7,16,40,.333,.208,.750,14.1,2.2,2.3,0.8,2019
105,100,Yuta Watanabe,"Oct 27, '18, MEM vs. PHO",24,4,121,1447,165,403,68,193,58,87,65,302,74,46,37,46,115,456,.409,.352,.667,12.0,3.8,2.5,0.6,2019
106,,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,2019
107,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2019
108,101,Thomas Welsh,"Oct 17, '18, DEN @ LAC",22,1,11,36,7,13,3,7,1,2,0,4,5,0,0,1,3,18,.538,.429,.500,3.3,1.6,0.4,0.5,2019
109,102,Johnathan Williams,"Oct 22, '18, LAL vs. SAS",23,2,39,552,84,144,0,4,34,61,72,163,21,9,15,21,78,202,.583,.000,.557,14.2,5.2,4.2,0.5,2019
110,103,Kenrich Williams,"Oct 17, '18, NOP @ HOU",24,4,200,4409,523,1154,170,491,88,163,265,898,400,171,67,180,407,1304,.453,.346,.540,22.0,6.5,4.5,2.0,2019
111,104,Robert Williams,"Oct 22, '18, BOS vs. ORL",21,4,174,3460,557,765,0,3,141,212,438,1155,249,130,300,146,329,1255,.728,.000,.665,19.9,7.2,6.6,1.4,2019
112,105,Trae Young,"Oct 17, '18, ATL @ NYK",20,4,280,9400,2269,5161,730,2057,1808,2072,184,1085,2544,262,42,1161,483,7076,.440,.355,.873,33.6,25.3,3.9,9.1,2019
0,1,Kyle Alexander,"Aug 6, '20, MIA @ MIL",23,1,2,13,1,2,0,0,0,0,2,3,0,0,0,1,1,2,.500,,,6.5,1.0,1.5,0.0,2020
1,2,Nickeil Alexander-Walker,"Oct 22, '19, NOP @ TOR",21,3,158,3064,543,1404,227,690,154,212,59,415,347,110,53,216,248,1467,.387,.329,.726,19.4,9.3,2.6,2.2,2020
2,3,RJ Barrett,"Oct 23, '19, NYK @ SAS",19,3,198,6632,1246,2981,325,910,652,936,184,1101,568,151,53,414,452,3469,.418,.357,.697,33.5,17.5,5.6,2.9,2020
3,4,Darius Bazley,"Oct 23, '19, OKC @ UTA",19,3,185,4768,672,1656,212,696,285,410,152,1078,237,110,136,257,183,1841,.406,.305,.695,25.8,10.0,5.8,1.3,2020
4,5,Goga Bitadze,"Oct 26, '19, IND @ CLE",20,3,149,1761,284,596,51,201,133,188,164,433,115,40,139,91,266,752,.477,.254,.707,11.8,5.0,2.9,0.8,2020
5,6,Bol Bol,"Aug 1, '20, DEN vs. MIA",20,3,53,328,54,113,14,37,20,30,9,63,18,6,18,27,29,142,.478,.378,.667,6.2,2.7,1.2,0.3,2020
6,7,Marques Bolden,"Feb 1, '20, CLE vs. GSW",21,2,7,32,1,3,0,0,5,8,3,8,0,3,2,2,1,7,.333,,.625,4.6,1.0,1.1,0.0,2020
7,8,Jordan Bone,"Nov 4, '19, DET @ WAS",22,2,24,249,28,74,12,42,0,0,4,28,26,3,0,5,17,68,.378,.286,,10.4,2.8,1.2,1.1,2020
8,9,Brian Bowen,"Nov 12, '19, IND vs. OKC",21,2,12,46,4,14,0,3,1,1,1,10,0,0,1,1,4,9,.286,.000,1.000,3.8,0.8,0.8,0.0,2020
9,10,Ky Bowman,"Oct 24, '19, GSW vs. LAC",22,1,45,1015,134,321,33,107,34,41,24,121,131,44,10,70,102,335,.417,.308,.829,22.6,7.4,2.7,2.9,2020
10,11,Jarrell Brantley,"Oct 25, '19, UTA @ LAL",23,2,37,234,35,80,15,41,3,4,11,47,26,10,7,15,24,88,.438,.366,.750,6.3,2.4,1.3,0.7,2020
11,12,Ignas Brazdeikis,"Nov 3, '19, NYK vs. SAC",21,3,64,838,122,293,39,124,35,51,36,122,58,14,7,31,73,318,.416,.315,.686,13.1,5.0,1.9,0.9,2020
12,13,Oshae Brissett,"Nov 18, '19, TOR vs. CHO",21,3,107,2218,294,693,119,330,172,239,146,499,97,67,50,71,166,879,.424,.361,.720,20.7,8.2,4.7,0.9,2020
13,14,Charlie Brown Jr.,"Nov 6, '19, ATL vs. CHI",22,3,41,369,29,101,9,42,23,25,19,53,17,16,8,14,40,90,.287,.214,.920,9.0,2.2,1.3,0.4,2020
14,15,Moses Brown,"Nov 10, '19, POR vs. ATL",20,3,92,1298,214,386,0,0,124,206,196,532,12,39,64,66,153,552,.554,,.602,14.1,6.0,5.8,0.1,2020
15,16,Devontae Cacok,"Aug 13, '20, LAL vs. SAC",23,3,36,228,41,66,0,0,9,18,22,79,8,13,11,8,24,91,.621,,.500,6.3,2.5,2.2,0.2,2020
16,17,Vlatko Čančar,"Oct 31, '19, DEN @ NOP",22,3,70,502,62,128,17,51,23,31,24,91,34,14,6,26,43,164,.484,.333,.742,7.2,2.3,1.3,0.5,2020
17,18,Zylan Cheatham,"Nov 16, '19, NOP @ MIA",24,2,5,56,6,12,0,3,0,0,3,9,3,1,1,4,10,12,.500,.000,,11.2,2.4,1.8,0.6,2020
18,19,Brandon Clarke,"Oct 23, '19, MEM @ MIA",23,3,181,3961,840,1421,48,163,248,355,324,1015,262,131,167,122,306,1976,.591,.294,.699,21.9,10.9,5.6,1.4,2020
19,20,Nic Claxton,"Nov 8, '19, BRK @ POR",20,3,94,1755,295,457,2,12,96,178,153,474,87,48,99,65,192,688,.646,.167,.539,18.7,7.3,5.0,0.9,2020
20,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2020
21,21,Chris Clemons,"Nov 3, '19, HOU @ MIA",22,1,33,291,57,142,37,107,10,11,4,30,27,9,6,19,26,161,.401,.346,.909,8.8,4.9,0.9,0.8,2020
22,22,Amir Coffey,"Dec 31, '19, LAC @ SAC",22,3,131,2120,279,623,125,329,134,166,40,257,160,53,17,68,137,817,.448,.380,.807,16.2,6.2,2.0,1.2,2020
23,23,Tyler Cook,"Oct 26, '19, CLE vs. IND",22,3,65,692,100,153,1,2,45,75,50,162,21,15,6,31,68,246,.654,.500,.600,10.6,3.8,2.5,0.3,2020
24,24,Jarrett Culver,"Oct 23, '19, MIN @ BRK",20,3,134,2343,350,872,91,321,99,199,117,364,167,94,52,129,225,890,.401,.283,.497,17.5,6.6,2.7,1.2,2020
25,25,Terence Davis,"Oct 22, '19, TOR vs. NOP",22,3,163,2819,507,1159,241,658,132,158,81,485,238,108,39,172,291,1387,.437,.366,.835,17.3,8.5,3.0,1.5,2020
26,26,Luguentz Dort,"Dec 6, '19, OKC vs. MIN",20,3,139,4028,626,1583,273,821,325,408,100,482,203,122,41,189,380,1850,.395,.333,.797,29.0,13.3,3.5,1.5,2020
27,27,Sekou Doumbouya,"Nov 23, '19, DET @ MIL",19,3,96,1639,204,526,55,215,79,114,61,267,66,47,19,81,175,542,.388,.256,.693,17.1,5.6,2.8,0.7,2020
28,28,Carsen Edwards,"Oct 23, '19, BOS @ PHI",21,3,72,706,98,269,46,155,25,33,11,79,52,21,5,27,63,267,.364,.297,.758,9.8,3.7,1.1,0.7,2020
29,29,Tacko Fall,"Oct 26, '19, BOS @ NYK",24,3,37,228,37,55,0,0,8,25,24,90,6,2,30,12,32,82,.673,,.320,6.2,2.2,2.4,0.2,2020
30,30,Bruno Fernando,"Oct 24, '19, ATL @ DET",21,3,119,1091,157,298,6,41,59,97,101,331,66,23,31,77,154,379,.527,.146,.608,9.2,3.2,2.8,0.6,2020
31,31,Michael Frazier,"Jan 9, '20, HOU @ OKC",25,1,13,145,7,29,4,23,9,14,1,10,2,2,0,5,22,27,.241,.174,.643,11.2,2.1,0.8,0.2,2020
32,32,Wenyen Gabriel,"Oct 23, '19, SAC @ PHO",22,3,77,834,99,218,27,80,51,81,80,203,33,25,26,47,139,276,.454,.338,.630,10.8,3.6,2.6,0.4,2020
33,33,Daniel Gafford,"Oct 26, '19, CHI vs. TOR",21,3,169,2844,533,770,0,1,211,321,301,744,118,69,230,135,366,1277,.692,.000,.657,16.8,7.6,4.4,0.7,2020
34,34,Darius Garland,"Oct 23, '19, CLE @ ORL",20,3,181,6044,1184,2674,384,1016,390,445,89,464,1141,197,17,563,317,3142,.443,.378,.876,33.4,17.4,2.6,6.3,2020
35,35,Javonte Green,"Oct 25, '19, BOS vs. TOR",26,3,154,2460,292,553,55,164,138,178,141,440,103,119,46,72,220,777,.528,.335,.775,16.0,5.0,2.9,0.7,2020
36,36,Marko Guduric,"Oct 23, '19, MEM @ MIA",24,1,44,484,62,157,25,83,24,26,14,73,45,12,8,36,34,173,.395,.301,.923,11.0,3.9,1.7,1.0,2020
37,37,Kyle Guy,"Jan 10, '20, SAC vs. MIL",22,3,53,431,57,158,27,89,24,32,9,53,50,13,1,24,33,165,.361,.303,.750,8.1,3.1,1.0,0.9,2020
38,38,Rui Hachimura,"Oct 23, '19, WAS @ DAL",21,3,147,4184,751,1574,125,347,286,367,152,766,217,104,24,154,278,1913,.477,.360,.779,28.5,13.0,5.2,1.5,2020
39,39,Devon Hall,"Nov 12, '19, OKC @ IND",24,1,11,81,6,30,4,17,4,8,2,7,13,4,1,5,6,20,.200,.235,.500,7.4,1.8,0.6,1.2,2020
40,40,Donta Hall,"Feb 25, '20, DET @ DEN",22,2,22,312,40,57,0,0,32,52,38,100,15,8,16,13,41,112,.702,,.615,14.2,5.1,4.5,0.7,2020
41,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2020
42,41,Jared Harper,"Oct 23, '19, PHO vs. SAC",22,3,16,67,15,34,5,15,7,8,2,4,15,4,1,5,6,42,.441,.333,.875,4.2,2.6,0.3,0.9,2020
43,42,Jaxson Hayes,"Oct 28, '19, NOP vs. GSW",19,3,194,3442,594,937,27,75,360,498,304,831,134,84,148,146,417,1575,.634,.360,.723,17.7,8.1,4.3,0.7,2020
44,43,Dewan Hernandez,"Nov 18, '19, TOR vs. CHO",23,1,6,28,5,14,1,2,3,5,5,14,3,1,0,3,6,14,.357,.500,.600,4.7,2.3,2.3,0.5,2020
45,44,Tyler Herro,"Oct 23, '19, MIA vs. MEM",20,3,175,5294,1078,2452,398,1034,371,436,73,821,568,113,34,362,242,2925,.440,.385,.851,30.3,16.7,4.7,3.2,2020
46,45,Kevin Hervey,"Dec 26, '19, OKC vs. MEM",23,1,10,52,7,27,3,20,0,0,1,12,5,1,1,0,4,17,.259,.150,,5.2,1.7,1.2,0.5,2020
47,46,Jaylen Hoard,"Nov 10, '19, POR vs. ATL",20,3,39,663,103,210,9,39,42,68,65,181,45,24,10,29,45,257,.490,.231,.618,17.0,6.6,4.6,1.2,2020
48,47,Talen Horton-Tucker,"Dec 8, '19, LAL vs. MIN",19,3,131,2896,462,1057,90,326,202,258,64,369,346,130,51,193,285,1216,.437,.276,.783,22.1,9.3,2.8,2.6,2020
49,48,William Howard,"Feb 7, '20, HOU @ PHO",26,1,2,13,0,4,0,4,0,0,0,2,1,0,0,1,1,0,.000,.000,,6.5,0.0,1.0,0.5,2020
50,49,De'Andre Hunter,"Oct 24, '19, ATL @ DET",22,3,139,4273,654,1506,213,594,310,395,87,572,224,99,51,201,396,1831,.434,.359,.785,30.7,13.2,4.1,1.6,2020
51,50,Justin James,"Oct 25, '19, SAC vs. POR",23,2,72,542,87,195,23,67,31,57,15,62,40,14,12,23,40,228,.446,.343,.544,7.5,3.2,0.9,0.6,2020
52,51,DaQuan Jeffries,"Nov 15, '19, SAC @ LAL",22,3,47,643,71,162,25,86,12,14,22,91,30,19,11,16,68,179,.438,.291,.857,13.7,3.8,1.9,0.6,2020
53,52,Ty Jerome,"Dec 2, '19, PHO @ CHO",22,3,112,1917,290,728,139,404,76,97,36,215,273,65,14,102,163,795,.398,.344,.784,17.1,7.1,1.9,2.4,2020
54,53,Cameron Johnson,"Oct 26, '19, PHO vs. LAC",23,3,183,4422,658,1495,389,998,194,230,124,659,254,130,52,119,286,1899,.440,.390,.843,24.2,10.4,3.6,1.4,2020
55,54,Keldon Johnson,"Nov 22, '19, SAS @ PHI",20,3,161,4661,862,1805,232,602,357,474,183,926,294,112,40,183,318,2313,.478,.385,.753,29.0,14.4,5.8,1.8,2020
56,55,Mfiondu Kabengele,"Oct 24, '19, LAC @ GSW",22,2,51,344,47,121,22,70,21,25,13,71,19,10,15,17,45,137,.388,.314,.840,6.7,2.7,1.4,0.4,2020
57,56,Stanton Kidd,"Oct 25, '19, UTA @ LAL",27,1,4,15,0,3,0,1,0,0,0,3,1,0,0,2,3,0,.000,.000,,3.8,0.0,0.8,0.3,2020
58,57,Louis King,"Dec 26, '19, DET vs. WAS",20,3,26,251,40,102,16,49,13,19,6,40,23,11,4,6,33,109,.392,.327,.684,9.7,4.2,1.5,0.9,2020
59,58,John Konchar,"Nov 9, '19, MEM vs. DAL",23,3,134,2048,228,437,78,192,53,81,140,504,178,82,34,54,137,587,.522,.406,.654,15.3,4.4,3.8,1.3,2020
60,59,Romeo Langford,"Oct 30, '19, BOS vs. MIL",20,3,98,1424,132,330,39,130,50,79,57,184,47,36,29,37,104,353,.400,.300,.633,14.5,3.6,1.9,0.5,2020
61,60,Vic Law,"Jan 26, '20, ORL vs. LAC",24,1,8,62,6,18,1,7,2,6,2,11,3,2,0,2,6,15,.333,.143,.333,7.8,1.9,1.4,0.4,2020
62,,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,2020
63,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2020
64,61,Jalen Lecque,"Jan 16, '20, PHO @ NYK",19,2,9,44,5,19,0,5,5,5,2,7,4,0,0,2,3,15,.263,.000,1.000,4.9,1.7,0.8,0.4,2020
65,62,Nassir Little,"Oct 25, '19, POR @ SAC",19,3,138,2301,288,633,93,293,133,183,121,472,99,43,63,73,205,802,.455,.317,.727,16.7,5.8,3.4,0.7,2020
66,63,Terance Mann,"Oct 24, '19, LAC @ GSW",23,3,189,3942,549,1119,121,319,224,285,170,722,366,95,39,142,350,1443,.491,.379,.786,20.9,7.6,3.8,1.9,2020
67,64,Caleb Martin,"Oct 25, '19, CHO vs. MIN",24,3,131,2507,341,750,115,317,129,178,111,409,154,107,49,100,198,926,.455,.363,.725,19.1,7.1,3.1,1.2,2020
68,65,Cody Martin,"Oct 25, '19, CHO vs. MIN",24,3,171,3618,376,818,95,294,142,215,172,604,360,164,53,145,246,989,.460,.323,.660,21.2,5.8,3.5,2.1,2020
69,66,Jeremiah Martin,"Jan 31, '20, BRK vs. CHI",23,2,18,174,33,86,8,30,12,19,3,17,22,12,4,10,8,86,.384,.267,.632,9.7,4.8,0.9,1.2,2020
70,67,Kelan Martin,"Oct 25, '19, MIN @ CHO",24,3,96,1267,203,490,71,231,48,54,47,229,61,30,28,50,122,525,.414,.307,.889,13.2,5.5,2.4,0.6,2020
71,68,Garrison Mathews,"Oct 23, '19, WAS @ DAL",23,3,147,2977,305,754,234,630,258,309,54,301,100,94,32,59,306,1102,.405,.371,.835,20.3,7.5,2.0,0.7,2020
72,69,Jalen McDaniels,"Oct 25, '19, CHO vs. MIN",22,3,118,2092,289,608,85,237,112,153,97,404,124,62,44,92,224,775,.475,.359,.732,17.7,6.6,3.4,1.1,2020
73,70,Jordan McLaughlin,"Nov 6, '19, MIN @ MEM",23,3,143,2430,275,620,89,253,79,109,50,251,498,142,20,120,129,718,.444,.352,.725,17.0,5.0,1.8,3.5,2020
74,71,Nicolò Melli,"Oct 22, '19, NOP @ TOR",29,2,105,1608,182,464,92,291,73,98,67,302,126,48,26,58,182,529,.392,.316,.745,15.3,5.0,2.9,1.2,2020
75,72,Eric Mika,"Feb 1, '20, SAC vs. LAL",25,1,1,19,2,3,0,0,2,2,2,7,0,0,0,0,5,6,.667,,1.000,19.0,6.0,7.0,0.0,2020
76,73,Adam Mokoka,"Dec 28, '19, CHI vs. ATL",21,2,25,168,19,47,7,25,2,5,8,15,9,6,1,7,22,47,.404,.280,.400,6.7,1.9,0.6,0.4,2020
77,74,Matt Mooney,"Jan 20, '20, CLE vs. NYK",22,2,5,21,1,5,0,3,0,0,0,3,1,3,1,1,1,2,.200,.000,,4.2,0.4,0.6,0.2,2020
78,75,Ja Morant,"Oct 23, '19, MEM @ MIA",20,3,187,6016,1457,3071,221,676,826,1095,187,836,1337,181,53,619,283,3961,.474,.327,.754,32.2,21.2,4.5,7.1,2020
79,76,Juwan Morgan,"Nov 27, '19, UTA @ IND",22,3,52,312,31,59,8,23,6,11,21,61,16,5,3,10,43,76,.525,.348,.545,6.0,1.5,1.2,0.3,2020
80,77,Mychal Mulder,"Feb 27, '20, GSW vs. LAL",25,3,84,1209,169,409,118,320,27,38,13,107,39,18,15,29,89,483,.413,.369,.711,14.4,5.8,1.3,0.5,2020
81,78,Malik Newman,"Feb 9, '20, CLE vs. LAC",22,2,2,12,3,7,0,2,4,4,0,1,1,0,0,2,0,10,.429,.000,1.000,6.0,5.0,0.5,0.5,2020
82,79,Zach Norvell,"Oct 25, '19, LAL vs. UTA",22,1,5,41,3,12,3,8,1,1,0,6,3,2,0,3,4,10,.250,.375,1.000,8.2,2.0,1.2,0.6,2020
83,80,Jaylen Nowell,"Nov 6, '19, MIN @ MEM",20,3,119,1885,357,801,116,336,133,164,44,231,211,52,23,67,156,963,.446,.345,.811,15.8,8.1,1.9,1.8,2020
